-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x124844 (packed: 0x491044)=00              Bulk DrumMap2 Key/[34]/Key
0x124846 (packed: 0x491046)=3C              Bulk DrumMap2 Key/[35]/Key
0x124848 (packed: 0x491048)=3C              Bulk DrumMap2 Key/[36]/Key
0x12484A (packed: 0x49104A)=3C              Bulk DrumMap2 Key/[37]/Key
0x12484C (packed: 0x49104C)=3C              Bulk DrumMap2 Key/[38]/Key
0x12484E (packed: 0x49104E)=3C              Bulk DrumMap2 Key/[39]/Key
0x124850 (packed: 0x491050)=3C              Bulk DrumMap2 Key/[40]/Key
0x124852 (packed: 0x491052)=30              Bulk DrumMap2 Key/[41]/Key
0x124854 (packed: 0x491054)=3C              Bulk DrumMap2 Key/[42]/Key
0x124856 (packed: 0x491056)=34              Bulk DrumMap2 Key/[43]/Key
0x124858 (packed: 0x491058)=3C              Bulk DrumMap2 Key/[44]/Key
0x12485A (packed: 0x49105A)=37              Bulk DrumMap2 Key/[45]/Key
0x12485C (packed: 0x49105C)=3C              Bulk DrumMap2 Key/[46]/Key
0x12485E (packed: 0x49105E)=3B              Bulk DrumMap2 Key/[47]/Key
0x124860 (packed: 0x491060)=3E              Bulk DrumMap2 Key/[48]/Key
0x124862 (packed: 0x491062)=3C              Bulk DrumMap2 Key/[49]/Key
0x124864 (packed: 0x491064)=42              Bulk DrumMap2 Key/[50]/Key
0x124866 (packed: 0x491066)=3C              Bulk DrumMap2 Key/[51]/Key
0x124868 (packed: 0x491068)=3C              Bulk DrumMap2 Key/[52]/Key
0x12486A (packed: 0x49106A)=3C              Bulk DrumMap2 Key/[53]/Key
0x12486C (packed: 0x49106C)=3C              Bulk DrumMap2 Key/[54]/Key
0x12486E (packed: 0x49106E)=45              Bulk DrumMap2 Key/[55]/Key
0x124870 (packed: 0x491070)=3C              Bulk DrumMap2 Key/[56]/Key
0x124872 (packed: 0x491072)=3D              Bulk DrumMap2 Key/[57]/Key
0x124874 (packed: 0x491074)=54              Bulk DrumMap2 Key/[58]/Key
0x124876 (packed: 0x491076)=3D              Bulk DrumMap2 Key/[59]/Key
0x124878 (packed: 0x491078)=3C              Bulk DrumMap2 Key/[60]/Key
0x12487A (packed: 0x49107A)=3C              Bulk DrumMap2 Key/[61]/Key
0x12487C (packed: 0x49107C)=3C              Bulk DrumMap2 Key/[62]/Key
0x12487E (packed: 0x49107E)=41              Bulk DrumMap2 Key/[63]/Key
0x124880 (packed: 0x491100)=3C              Bulk DrumMap2 Key/[64]/Key
0x124882 (packed: 0x491102)=3D              Bulk DrumMap2 Key/[65]/Key
0x124884 (packed: 0x491104)=38              Bulk DrumMap2 Key/[66]/Key
0x124886 (packed: 0x491106)=41              Bulk DrumMap2 Key/[67]/Key
0x124888 (packed: 0x491108)=3C              Bulk DrumMap2 Key/[68]/Key
0x12488A (packed: 0x49110A)=3C              Bulk DrumMap2 Key/[69]/Key
0x12488C (packed: 0x49110C)=3C              Bulk DrumMap2 Key/[70]/Key
0x12488E (packed: 0x49110E)=3C              Bulk DrumMap2 Key/[71]/Key
0x124890 (packed: 0x491110)=3C              Bulk DrumMap2 Key/[72]/Key
0x124892 (packed: 0x491112)=3C              Bulk DrumMap2 Key/[73]/Key
0x124894 (packed: 0x491114)=3C              Bulk DrumMap2 Key/[74]/Key
0x124896 (packed: 0x491116)=3C              Bulk DrumMap2 Key/[75]/Key
0x124898 (packed: 0x491118)=44              Bulk DrumMap2 Key/[76]/Key
0x12489A (packed: 0x49111A)=3F              Bulk DrumMap2 Key/[77]/Key
0x12489C (packed: 0x49111C)=3C              Bulk DrumMap2 Key/[78]/Key
0x12489E (packed: 0x49111E)=3C              Bulk DrumMap2 Key/[79]/Key
0x1248A0 (packed: 0x491120)=3C              Bulk DrumMap2 Key/[80]/Key
0x1248A2 (packed: 0x491122)=3C              Bulk DrumMap2 Key/[81]/Key
0x1248A4 (packed: 0x491124)=3C              Bulk DrumMap2 Key/[82]/Key
0x1248A6 (packed: 0x491126)=3C              Bulk DrumMap2 Key/[83]/Key
0x1248A8 (packed: 0x491128)=00              Bulk DrumMap2 Key/[84]/Key
0x1248AA (packed: 0x49112A)=3C              Bulk DrumMap2 Key/[85]/Key
0x1248AC (packed: 0x49112C)=3C              Bulk DrumMap2 Key/[86]/Key
0x1248AE (packed: 0x49112E)=3C              Bulk DrumMap2 Key/[87]/Key
0x1248B0 (packed: 0x491130)=00              Bulk DrumMap2 Key/[88]/Key
0x1248B2 (packed: 0x491132)=00              Bulk DrumMap2 Key/[89]/Key
0x1248B4 (packed: 0x491134)=00              Bulk DrumMap2 Key/[90]/Key
0x1248B6 (packed: 0x491136)=00              Bulk DrumMap2 Key/[91]/Key
0x1248B8 (packed: 0x491138)=00              Bulk DrumMap2 Key/[92]/Key
0x1248BA (packed: 0x49113A)=00              Bulk DrumMap2 Key/[93]/Key
0x1248BC (packed: 0x49113C)=00              Bulk DrumMap2 Key/[94]/Key
0x1248BE (packed: 0x49113E)=00              Bulk DrumMap2 Key/[95]/Key
0x1248C0 (packed: 0x491140)=00              Bulk DrumMap2 Key/[96]/Key
0x1248C2 (packed: 0x491142)=00              Bulk DrumMap2 Key/[97]/Key
0x1248C4 (packed: 0x491144)=00              Bulk DrumMap2 Key/[98]/Key
0x1248C6 (packed: 0x491146)=00              Bulk DrumMap2 Key/[99]/Key
0x1248C8 (packed: 0x491148)=00              Bulk DrumMap2 Key/[100]/Key
0x1248CA (packed: 0x49114A)=00              Bulk DrumMap2 Key/[101]/Key
0x1248CC (packed: 0x49114C)=00              Bulk DrumMap2 Key/[102]/Key
0x1248CE (packed: 0x49114E)=00              Bulk DrumMap2 Key/[103]/Key
0x1248D0 (packed: 0x491150)=00              Bulk DrumMap2 Key/[104]/Key
0x1248D2 (packed: 0x491152)=00              Bulk DrumMap2 Key/[105]/Key
0x1248D4 (packed: 0x491154)=00              Bulk DrumMap2 Key/[106]/Key
0x1248D6 (packed: 0x491156)=00              Bulk DrumMap2 Key/[107]/Key
0x1248D8 (packed: 0x491158)=00              Bulk DrumMap2 Key/[108]/Key
0x1248DA (packed: 0x49115A)=00              Bulk DrumMap2 Key/[109]/Key
0x1248DC (packed: 0x49115C)=00              Bulk DrumMap2 Key/[110]/Key
0x1248DE (packed: 0x49115E)=00              Bulk DrumMap2 Key/[111]/Key
0x1248E0 (packed: 0x491160)=00              Bulk DrumMap2 Key/[112]/Key
0x1248E2 (packed: 0x491162)=00              Bulk DrumMap2 Key/[113]/Key
0x1248E4 (packed: 0x491164)=00              Bulk DrumMap2 Key/[114]/Key
0x1248E6 (packed: 0x491166)=00              Bulk DrumMap2 Key/[115]/Key
0x1248E8 (packed: 0x491168)=00              Bulk DrumMap2 Key/[116]/Key
0x1248EA (packed: 0x49116A)=00              Bulk DrumMap2 Key/[117]/Key
0x1248EC (packed: 0x49116C)=00              Bulk DrumMap2 Key/[118]/Key
0x1248EE (packed: 0x49116E)=00              Bulk DrumMap2 Key/[119]/Key
0x1248F0 (packed: 0x491170)=00              Bulk DrumMap2 Key/[120]/Key
0x1248F2 (packed: 0x491172)=00              Bulk DrumMap2 Key/[121]/Key
0x1248F4 (packed: 0x491174)=00              Bulk DrumMap2 Key/[122]/Key
0x1248F6 (packed: 0x491176)=00              Bulk DrumMap2 Key/[123]/Key
0x1248F8 (packed: 0x491178)=00              Bulk DrumMap2 Key/[124]/Key
0x1248FA (packed: 0x49117A)=00              Bulk DrumMap2 Key/[125]/Key
0x1248FC (packed: 0x49117C)=00              Bulk DrumMap2 Key/[126]/Key
0x1248FE (packed: 0x49117E)=00              Bulk DrumMap2 Key/[127]/Key
-------------------------------------
Bulk DrumMap2 Level 0x124900 (packed: 0x491200) 0x000080 (packed: 0x000100) NIBBLES
-------------------------------------
0x124900 (packed: 0x491200)=7F              Bulk DrumMap2 Level/[0]/Level
0x124902 (packed: 0x491202)=7F              Bulk DrumMap2 Level/[1]/Level
0x124904 (packed: 0x491204)=7F              Bulk DrumMap2 Level/[2]/Level
0x124906 (packed: 0x491206)=7F              Bulk DrumMap2 Level/[3]/Level
0x124908 (packed: 0x491208)=7F              Bulk DrumMap2 Level/[4]/Level
0x12490A (packed: 0x49120A)=7F              Bulk DrumMap2 Level/[5]/Level
0x12490C (packed: 0x49120C)=7F              Bulk DrumMap2 Level/[6]/Level
0x12490E (packed: 0x49120E)=7F              Bulk DrumMap2 Level/[7]/Level
0x124910 (packed: 0x491210)=7F              Bulk DrumMap2 Level/[8]/Level
0x124912 (packed: 0x491212)=7F              Bulk DrumMap2 Level/[9]/Level
0x124914 (packed: 0x491214)=7F              Bulk DrumMap2 Level/[10]/Level
0x124916 (packed: 0x491216)=7F              Bulk DrumMap2 Level/[11]/Level
0x124918 (packed: 0x491218)=7F              Bulk DrumMap2 Level/[12]/Level
0x12491A (packed: 0x49121A)=7F              Bulk DrumMap2 Level/[13]/Level
0x12491C (packed: 0x49121C)=7F              Bulk DrumMap2 Level/[14]/Level
0x12491E (packed: 0x49121E)=7F              Bulk DrumMap2 Level/[15]/Level
0x124920 (packed: 0x491220)=7F              Bulk DrumMap2 Level/[16]/Level
0x124922 (packed: 0x491222)=7F              Bulk DrumMap2 Level/[17]/Level
0x124924 (packed: 0x491224)=7F              Bulk DrumMap2 Level/[18]/Level
0x124926 (packed: 0x491226)=7F              Bulk DrumMap2 Level/[19]/Level
0x124928 (packed: 0x491228)=7F              Bulk DrumMap2 Level/[20]/Level
0x12492A (packed: 0x49122A)=7F              Bulk DrumMap2 Level/[21]/Level
0x12492C (packed: 0x49122C)=7F              Bulk DrumMap2 Level/[22]/Level
0x12492E (packed: 0x49122E)=7F              Bulk DrumMap2 Level/[23]/Level
0x124930 (packed: 0x491230)=7F              Bulk DrumMap2 Level/[24]/Level
0x124932 (packed: 0x491232)=7F              Bulk DrumMap2 Level/[25]/Level
0x124934 (packed: 0x491234)=7F              Bulk DrumMap2 Level/[26]/Level
0x124936 (packed: 0x491236)=4F              Bulk DrumMap2 Level/[27]/Level
0x124938 (packed: 0x491238)=6B              Bulk DrumMap2 Level/[28]/Level
0x12493A (packed: 0x49123A)=7F              Bulk DrumMap2 Level/[29]/Level
0x12493C (packed: 0x49123C)=7F              Bulk DrumMap2 Level/[30]/Level
0x12493E (packed: 0x49123E)=73              Bulk DrumMap2 Level/[31]/Level
0x124940 (packed: 0x491240)=7F              Bulk DrumMap2 Level/[32]/Level
0x124942 (packed: 0x491242)=7F              Bulk DrumMap2 Level/[33]/Level
0x124944 (packed: 0x491244)=7F              Bulk DrumMap2 Level/[34]/Level
0x124946 (packed: 0x491246)=7F              Bulk DrumMap2 Level/[35]/Level
0x124948 (packed: 0x491248)=7F              Bulk DrumMap2 Level/[36]/Level
0x12494A (packed: 0x49124A)=7F              Bulk DrumMap2 Level/[37]/Level
0x12494C (packed: 0x49124C)=7F              Bulk DrumMap2 Level/[38]/Level
0x12494E (packed: 0x49124E)=63              Bulk DrumMap2 Level/[39]/Level
0x124950 (packed: 0x491250)=7F              Bulk DrumMap2 Level/[40]/Level
0x124952 (packed: 0x491252)=7F              Bulk DrumMap2 Level/[41]/Level
0x124954 (packed: 0x491254)=7B              Bulk DrumMap2 Level/[42]/Level
0x124956 (packed: 0x491256)=7F              Bulk DrumMap2 Level/[43]/Level
0x124958 (packed: 0x491258)=57              Bulk DrumMap2 Level/[44]/Level
0x12495A (packed: 0x49125A)=7F              Bulk DrumMap2 Level/[45]/Level
0x12495C (packed: 0x49125C)=77              Bulk DrumMap2 Level/[46]/Level
0x12495E (packed: 0x49125E)=7F              Bulk DrumMap2 Level/[47]/Level
0x124960 (packed: 0x491260)=7F              Bulk DrumMap2 Level/[48]/Level
0x124962 (packed: 0x491262)=7F              Bulk DrumMap2 Level/[49]/Level
0x124964 (packed: 0x491264)=7F              Bulk DrumMap2 Level/[50]/Level
0x124966 (packed: 0x491266)=78              Bulk DrumMap2 Level/[51]/Level
0x124968 (packed: 0x491268)=6F              Bulk DrumMap2 Level/[52]/Level
0x12496A (packed: 0x49126A)=63              Bulk DrumMap2 Level/[53]/Level
0x12496C (packed: 0x49126C)=77              Bulk DrumMap2 Level/[54]/Level
0x12496E (packed: 0x49126E)=53              Bulk DrumMap2 Level/[55]/Level
0x124970 (packed: 0x491270)=73              Bulk DrumMap2 Level/[56]/Level
0x124972 (packed: 0x491272)=7F              Bulk DrumMap2 Level/[57]/Level
0x124974 (packed: 0x491274)=69              Bulk DrumMap2 Level/[58]/Level
0x124976 (packed: 0x491276)=78              Bulk DrumMap2 Level/[59]/Level
0x124978 (packed: 0x491278)=7F              Bulk DrumMap2 Level/[60]/Level
0x12497A (packed: 0x49127A)=7F              Bulk DrumMap2 Level/[61]/Level
0x12497C (packed: 0x49127C)=63              Bulk DrumMap2 Level/[62]/Level
0x12497E (packed: 0x49127E)=6B              Bulk DrumMap2 Level/[63]/Level
0x124980 (packed: 0x491300)=7B              Bulk DrumMap2 Level/[64]/Level
0x124982 (packed: 0x491302)=63              Bulk DrumMap2 Level/[65]/Level
0x124984 (packed: 0x491304)=63              Bulk DrumMap2 Level/[66]/Level
0x124986 (packed: 0x491306)=63              Bulk DrumMap2 Level/[67]/Level
0x124988 (packed: 0x491308)=63              Bulk DrumMap2 Level/[68]/Level
0x12498A (packed: 0x49130A)=5F              Bulk DrumMap2 Level/[69]/Level
0x12498C (packed: 0x49130C)=69              Bulk DrumMap2 Level/[70]/Level
0x12498E (packed: 0x49130E)=4F              Bulk DrumMap2 Level/[71]/Level
0x124990 (packed: 0x491310)=53              Bulk DrumMap2 Level/[72]/Level
0x124992 (packed: 0x491312)=6B              Bulk DrumMap2 Level/[73]/Level
0x124994 (packed: 0x491314)=6F              Bulk DrumMap2 Level/[74]/Level
0x124996 (packed: 0x491316)=6E              Bulk DrumMap2 Level/[75]/Level
0x124998 (packed: 0x491318)=6B              Bulk DrumMap2 Level/[76]/Level
0x12499A (packed: 0x49131A)=6B              Bulk DrumMap2 Level/[77]/Level
0x12499C (packed: 0x49131C)=53              Bulk DrumMap2 Level/[78]/Level
0x12499E (packed: 0x49131E)=57              Bulk DrumMap2 Level/[79]/Level
0x1249A0 (packed: 0x491320)=5F              Bulk DrumMap2 Level/[80]/Level
0x1249A2 (packed: 0x491322)=5F              Bulk DrumMap2 Level/[81]/Level
0x1249A4 (packed: 0x491324)=7B              Bulk DrumMap2 Level/[82]/Level
0x1249A6 (packed: 0x491326)=77              Bulk DrumMap2 Level/[83]/Level
0x1249A8 (packed: 0x491328)=7F              Bulk DrumMap2 Level/[84]/Level
0x1249AA (packed: 0x49132A)=7B              Bulk DrumMap2 Level/[85]/Level
0x1249AC (packed: 0x49132C)=7F              Bulk DrumMap2 Level/[86]/Level
0x1249AE (packed: 0x49132E)=7F              Bulk DrumMap2 Level/[87]/Level
0x1249B0 (packed: 0x491330)=7F              Bulk DrumMap2 Level/[88]/Level
0x1249B2 (packed: 0x491332)=7F              Bulk DrumMap2 Level/[89]/Level
0x1249B4 (packed: 0x491334)=7F              Bulk DrumMap2 Level/[90]/Level
0x1249B6 (packed: 0x491336)=7F              Bulk DrumMap2 Level/[91]/Level
0x1249B8 (packed: 0x491338)=7F              Bulk DrumMap2 Level/[92]/Level
0x1249BA (packed: 0x49133A)=7F              Bulk DrumMap2 Level/[93]/Level
0x1249BC (packed: 0x49133C)=7F              Bulk DrumMap2 Level/[94]/Level
0x1249BE (packed: 0x49133E)=7F              Bulk DrumMap2 Level/[95]/Level
0x1249C0 (packed: 0x491340)=7F              Bulk DrumMap2 Level/[96]/Level
0x1249C2 (packed: 0x491342)=7F              Bulk DrumMap2 Level/[97]/Level
0x1249C4 (packed: 0x491344)=7F              Bulk DrumMap2 Level/[98]/Level
0x1249C6 (packed: 0x491346)=7F              Bulk DrumMap2 Level/[99]/Level
0x1249C8 (packed: 0x491348)=7F              Bulk DrumMap2 Level/[100]/Level
0x1249CA (packed: 0x49134A)=7F              Bulk DrumMap2 Level/[101]/Level
0x1249CC (packed: 0x49134C)=7F              Bulk DrumMap2 Level/[102]/Level
0x1249CE (packed: 0x49134E)=7F              Bulk DrumMap2 Level/[103]/Level
0x1249D0 (packed: 0x491350)=7F              Bulk DrumMap2 Level/[104]/Level
0x1249D2 (packed: 0x491352)=7F              Bulk DrumMap2 Level/[105]/Level
0x1249D4 (packed: 0x491354)=7F              Bulk DrumMap2 Level/[106]/Level
0x1249D6 (packed: 0x491356)=7F              Bulk DrumMap2 Level/[107]/Level
0x1249D8 (packed: 0x491358)=7F              Bulk DrumMap2 Level/[108]/Level
0x1249DA (packed: 0x49135A)=7F              Bulk DrumMap2 Level/[109]/Level
0x1249DC (packed: 0x49135C)=7F              Bulk DrumMap2 Level/[110]/Level
0x1249DE (packed: 0x49135E)=7F              Bulk DrumMap2 Level/[111]/Level
0x1249E0 (packed: 0x491360)=7F              Bulk DrumMap2 Level/[112]/Level
0x1249E2 (packed: 0x491362)=7F              Bulk DrumMap2 Level/[113]/Level
0x1249E4 (packed: 0x491364)=7F              Bulk DrumMap2 Level/[114]/Level
0x1249E6 (packed: 0x491366)=7F              Bulk DrumMap2 Level/[115]/Level
0x1249E8 (packed: 0x491368)=7F              Bulk DrumMap2 Level/[116]/Level
0x1249EA (packed: 0x49136A)=7F              Bulk DrumMap2 Level/[117]/Level
0x1249EC (packed: 0x49136C)=7F              Bulk DrumMap2 Level/[118]/Level
0x1249EE (packed: 0x49136E)=7F              Bulk DrumMap2 Level/[119]/Level
0x1249F0 (packed: 0x491370)=7F              Bulk DrumMap2 Level/[120]/Level
0x1249F2 (packed: 0x491372)=7F              Bulk DrumMap2 Level/[121]/Level
0x1249F4 (packed: 0x491374)=7F              Bulk DrumMap2 Level/[122]/Level
0x1249F6 (packed: 0x491376)=7F              Bulk DrumMap2 Level/[123]/Level
0x1249F8 (packed: 0x491378)=7F              Bulk DrumMap2 Level/[124]/Level
0x1249FA (packed: 0x49137A)=7F              Bulk DrumMap2 Level/[125]/Level
0x1249FC (packed: 0x49137C)=7F              Bulk DrumMap2 Level/[126]/Level
0x1249FE (packed: 0x49137E)=7F              Bulk DrumMap2 Level/[127]/Level
-------------------------------------
Bulk DrumMap2 Group 0x124A00 (packed: 0x491400) 0x000080 (packed: 0x000100) NIBBLES
-------------------------------------
0x124A00 (packed: 0x491400)=00              Bulk DrumMap2 Group/[0]/Group
0x124A02 (packed: 0x491402)=00              Bulk DrumMap2 Group/[1]/Group
0x124A04 (packed: 0x491404)=00              Bulk DrumMap2 Group/[2]/Group
0x124A06 (packed: 0x491406)=00              Bulk DrumMap2 Group/[3]/Group
0x124A08 (packed: 0x491408)=00              Bulk DrumMap2 Group/[4]/Group
0x124A0A (packed: 0x49140A)=00              Bulk DrumMap2 Group/[5]/Group
0x124A0C (packed: 0x49140C)=00              Bulk DrumMap2 Group/[6]/Group
0x124A0E (packed: 0x49140E)=00              Bulk DrumMap2 Group/[7]/Group
0x124A10 (packed: 0x491410)=00              Bulk DrumMap2 Group/[8]/Group
0x124A12 (packed: 0x491412)=00              Bulk DrumMap2 Group/[9]/Group
0x124A14 (packed: 0x491414)=00              Bulk DrumMap2 Group/[10]/Group
0x124A16 (packed: 0x491416)=00              Bulk DrumMap2 Group/[11]/Group
0x124A18 (packed: 0x491418)=00              Bulk DrumMap2 Group/[12]/Group
0x124A1A (packed: 0x49141A)=00              Bulk DrumMap2 Group/[13]/Group
0x124A1C (packed: 0x49141C)=00              Bulk DrumMap2 Group/[14]/Group
0x124A1E (packed: 0x49141E)=00              Bulk DrumMap2 Group/[15]/Group
0x124A20 (packed: 0x491420)=00              Bulk DrumMap2 Group/[16]/Group
0x124A22 (packed: 0x491422)=00              Bulk DrumMap2 Group/[17]/Group
0x124A24 (packed: 0x491424)=00              Bulk DrumMap2 Group/[18]/Group
0x124A26 (packed: 0x491426)=00              Bulk DrumMap2 Group/[19]/Group
0x124A28 (packed: 0x491428)=00              Bulk DrumMap2 Group/[20]/Group
0x124A2A (packed: 0x49142A)=00              Bulk DrumMap2 Group/[21]/Group
0x124A2C (packed: 0x49142C)=00              Bulk DrumMap2 Group/[22]/Group
0x124A2E (packed: 0x49142E)=00              Bulk DrumMap2 Group/[23]/Group
0x124A30 (packed: 0x491430)=00              Bulk DrumMap2 Group/[24]/Group
0x124A32 (packed: 0x491432)=00              Bulk DrumMap2 Group/[25]/Group
0x124A34 (packed: 0x491434)=00              Bulk DrumMap2 Group/[26]/Group
0x124A36 (packed: 0x491436)=00              Bulk DrumMap2 Group/[27]/Group
0x124A38 (packed: 0x491438)=00              Bulk DrumMap2 Group/[28]/Group
0x124A3A (packed: 0x49143A)=00              Bulk DrumMap2 Group/[29]/Group
0x124A3C (packed: 0x49143C)=00              Bulk DrumMap2 Group/[30]/Group
0x124A3E (packed: 0x49143E)=00              Bulk DrumMap2 Group/[31]/Group
0x124A40 (packed: 0x491440)=00              Bulk DrumMap2 Group/[32]/Group
0x124A42 (packed: 0x491442)=00              Bulk DrumMap2 Group/[33]/Group
0x124A44 (packed: 0x491444)=00              Bulk DrumMap2 Group/[34]/Group
0x124A46 (packed: 0x491446)=00              Bulk DrumMap2 Group/[35]/Group
0x124A48 (packed: 0x491448)=00              Bulk DrumMap2 Group/[36]/Group
0x124A4A (packed: 0x49144A)=00              Bulk DrumMap2 Group/[37]/Group
0x124A4C (packed: 0x49144C)=00              Bulk DrumMap2 Group/[38]/Group
0x124A4E (packed: 0x49144E)=00              Bulk DrumMap2 Group/[39]/Group
0x124A50 (packed: 0x491450)=00              Bulk DrumMap2 Group/[40]/Group
0x124A52 (packed: 0x491452)=00              Bulk DrumMap2 Group/[41]/Group
0x124A54 (packed: 0x491454)=01              Bulk DrumMap2 Group/[42]/Group
0x124A56 (packed: 0x491456)=00              Bulk DrumMap2 Group/[43]/Group
0x124A58 (packed: 0x491458)=01              Bulk DrumMap2 Group/[44]/Group
0x124A5A (packed: 0x49145A)=00              Bulk DrumMap2 Group/[45]/Group
0x124A5C (packed: 0x49145C)=01              Bulk DrumMap2 Group/[46]/Group
0x124A5E (packed: 0x49145E)=00              Bulk DrumMap2 Group/[47]/Group
0x124A60 (packed: 0x491460)=00              Bulk DrumMap2 Group/[48]/Group
0x124A62 (packed: 0x491462)=00              Bulk DrumMap2 Group/[49]/Group
0x124A64 (packed: 0x491464)=00              Bulk DrumMap2 Group/[50]/Group
0x124A66 (packed: 0x491466)=00              Bulk DrumMap2 Group/[51]/Group
0x124A68 (packed: 0x491468)=00              Bulk DrumMap2 Group/[52]/Group
0x124A6A (packed: 0x49146A)=00              Bulk DrumMap2 Group/[53]/Group
0x124A6C (packed: 0x49146C)=00              Bulk DrumMap2 Group/[54]/Group
0x124A6E (packed: 0x49146E)=00              Bulk DrumMap2 Group/[55]/Group
0x124A70 (packed: 0x491470)=00              Bulk DrumMap2 Group/[56]/Group
0x124A72 (packed: 0x491472)=00              Bulk DrumMap2 Group/[57]/Group
0x124A74 (packed: 0x491474)=00              Bulk DrumMap2 Group/[58]/Group
0x124A76 (packed: 0x491476)=00              Bulk DrumMap2 Group/[59]/Group
0x124A78 (packed: 0x491478)=00              Bulk DrumMap2 Group/[60]/Group
0x124A7A (packed: 0x49147A)=00              Bulk DrumMap2 Group/[61]/Group
0x124A7C (packed: 0x49147C)=00              Bulk DrumMap2 Group/[62]/Group
0x124A7E (packed: 0x49147E)=00              Bulk DrumMap2 Group/[63]/Group
0x124A80 (packed: 0x491500)=00              Bulk DrumMap2 Group/[64]/Group
0x124A82 (packed: 0x491502)=00              Bulk DrumMap2 Group/[65]/Group
0x124A84 (packed: 0x491504)=00              Bulk DrumMap2 Group/[66]/Group
0x124A86 (packed: 0x491506)=00              Bulk DrumMap2 Group/[67]/Group
0x124A88 (packed: 0x491508)=00              Bulk DrumMap2 Group/[68]/Group
0x124A8A (packed: 0x49150A)=00              Bulk DrumMap2 Group/[69]/Group
0x124A8C (packed: 0x49150C)=00              Bulk DrumMap2 Group/[70]/Group
0x124A8E (packed: 0x49150E)=02              Bulk DrumMap2 Group/[71]/Group
0x124A90 (packed: 0x491510)=02              Bulk DrumMap2 Group/[72]/Group
0x124A92 (packed: 0x491512)=03              Bulk DrumMap2 Group/[73]/Group
0x124A94 (packed: 0x491514)=03              Bulk DrumMap2 Group/[74]/Group
0x124A96 (packed: 0x491516)=00              Bulk DrumMap2 Group/[75]/Group
0x124A98 (packed: 0x491518)=00              Bulk DrumMap2 Group/[76]/Group
0x124A9A (packed: 0x49151A)=00              Bulk DrumMap2 Group/[77]/Group
0x124A9C (packed: 0x49151C)=04              Bulk DrumMap2 Group/[78]/Group
0x124A9E (packed: 0x49151E)=04              Bulk DrumMap2 Group/[79]/Group
0x124AA0 (packed: 0x491520)=05              Bulk DrumMap2 Group/[80]/Group
0x124AA2 (packed: 0x491522)=05              Bulk DrumMap2 Group/[81]/Group
0x124AA4 (packed: 0x491524)=00              Bulk DrumMap2 Group/[82]/Group
0x124AA6 (packed: 0x491526)=00              Bulk DrumMap2 Group/[83]/Group
0x124AA8 (packed: 0x491528)=00              Bulk DrumMap2 Group/[84]/Group
0x124AAA (packed: 0x49152A)=00              Bulk DrumMap2 Group/[85]/Group
0x124AAC (packed: 0x49152C)=06              Bulk DrumMap2 Group/[86]/Group
0x124AAE (packed: 0x49152E)=06              Bulk DrumMap2 Group/[87]/Group
0x124AB0 (packed: 0x491530)=00              Bulk DrumMap2 Group/[88]/Group
0x124AB2 (packed: 0x491532)=00              Bulk DrumMap2 Group/[89]/Group
0x124AB4 (packed: 0x491534)=00              Bulk DrumMap2 Group/[90]/Group
0x124AB6 (packed: 0x491536)=00              Bulk DrumMap2 Group/[91]/Group
0x124AB8 (packed: 0x491538)=00              Bulk DrumMap2 Group/[92]/Group
0x124ABA (packed: 0x49153A)=00              Bulk DrumMap2 Group/[93]/Group
0x124ABC (packed: 0x49153C)=00              Bulk DrumMap2 Group/[94]/Group
0x124ABE (packed: 0x49153E)=00              Bulk DrumMap2 Group/[95]/Group
0x124AC0 (packed: 0x491540)=00              Bulk DrumMap2 Group/[96]/Group
0x124AC2 (packed: 0x491542)=00              Bulk DrumMap2 Group/[97]/Group
0x124AC4 (packed: 0x491544)=00              Bulk DrumMap2 Group/[98]/Group
0x124AC6 (packed: 0x491546)=00              Bulk DrumMap2 Group/[99]/Group
0x124AC8 (packed: 0x491548)=00              Bulk DrumMap2 Group/[100]/Group
0x124ACA (packed: 0x49154A)=00              Bulk DrumMap2 Group/[101]/Group
0x124ACC (packed: 0x49154C)=00              Bulk DrumMap2 Group/[102]/Group
0x124ACE (packed: 0x49154E)=00              Bulk DrumMap2 Group/[103]/Group
0x124AD0 (packed: 0x491550)=00              Bulk DrumMap2 Group/[104]/Group
0x124AD2 (packed: 0x491552)=00              Bulk DrumMap2 Group/[105]/Group
0x124AD4 (packed: 0x491554)=00              Bulk DrumMap2 Group/[106]/Group
0x124AD6 (packed: 0x491556)=00              Bulk DrumMap2 Group/[107]/Group
0x124AD8 (packed: 0x491558)=00              Bulk DrumMap2 Group/[108]/Group
0x124ADA (packed: 0x49155A)=00              Bulk DrumMap2 Group/[109]/Group
0x124ADC (packed: 0x49155C)=00              Bulk DrumMap2 Group/[110]/Group
0x124ADE (packed: 0x49155E)=00              Bulk DrumMap2 Group/[111]/Group
0x124AE0 (packed: 0x491560)=00              Bulk DrumMap2 Group/[112]/Group
0x124AE2 (packed: 0x491562)=00              Bulk DrumMap2 Group/[113]/Group
0x124AE4 (packed: 0x491564)=00              Bulk DrumMap2 Group/[114]/Group
